Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3306,31,Male,Jeans,Clothing,68,Indiana,M,Brown,Summer,3.0,No,2-Day Shipping,No,No,36,Bank Transfer,Monthly
3307,20,Female,Sweater,Clothing,66,Washington,S,Turquoise,Winter,4.0,Yes,Standard,Yes,Yes,7,Debit Card,Annually
3308,59,Male,Hoodie,Clothing,66,Arizona,M,Orange,Winter,3.0,No,Standard,Yes,Yes,16,Cash,Quarterly
3309,59,Male,Loafers,Footwear,24,Massachusetts,XL,Brown,Fall,2.5,No,Free Shipping,Yes,Yes,15,Venmo,Every 3 Months
3310,18,Male,Earrings,Accessories,97,Florida,L,Red,Fall,3.0,No,Free Shipping,Yes,Yes,27,Venmo,Weekly
3311,60,Male,Jacket,Clothing,71,Kansas,L,Coral,Spring,4.0,No,Store Pickup,Yes,Yes,40,Venmo,Weekly
3312,46,Male,Clogs,Footwear,91,Arizona,M,Brown,Winter,3.5,Yes,Standard,Yes,Yes,1,Debit Card,Bi-Weekly
3313,65,Female,Shorts,Clothing,20,Oregon,L,Gray,Winter,3.0,Yes,Store Pickup,No,No,30,Cash,Every 3 Months
3314,39,Male,Slippers,Footwear,61,North Dakota,L,Indigo,Spring,4.0,No,Next Day Air,Yes,Yes,32,Bank Transfer,Fortnightly
3315,63,Male,Dress,Clothing,43,Arizona,M,Gray,Spring,3.5,No,Express,No,No,3,Debit Card,Weekly
3316,54,Male,Heels,Footwear,68,Wisconsin,M,Coral,Spring,4.5,Yes,Free Shipping,Yes,Yes,46,Credit Card,Weekly
3317,21,Female,Shorts,Clothing,33,Florida,S,Blue,Fall,4.0,No,Free Shipping,No,No,46,Credit Card,Fortnightly
3318,36,Female,Jeans,Clothing,53,West Virginia,L,Red,Winter,3.0,No,2-Day Shipping,No,No,45,PayPal,Every 3 Months
3319,19,Male,Hoodie,Clothing,97,Hawaii,L,Red,Winter,4.0,No,2-Day Shipping,Yes,Yes,32,Venmo,Every 3 Months
3320,63,Female,Shirt,Clothing,40,Rhode Island,M,Yellow,Spring,4.0,No,Next Day Air,No,No,18,Bank Transfer,Fortnightly
3321,51,Male,Bracelet,Accessories,68,Maine,M,Lavender,Summer,3.5,Yes,Standard,No,No,18,PayPal,Bi-Weekly
3322,30,Male,Backpack,Accessories,26,Montana,M,Green,Summer,2.5,No,Standard,Yes,Yes,47,Cash,Monthly
3323,48,Female,Sweater,Clothing,82,West Virginia,XL,Blue,Summer,3.0,No,Store Pickup,Yes,Yes,43,Venmo,Bi-Weekly
3324,48,Female,Heels,Footwear,89,Washington,S,Orange,Fall,5.0,No,Store Pickup,No,No,39,Credit Card,Annually
3325,29,Female,Windbreaker,Outerwear,45,North Dakota,S,Turquoise,Fall,4.0,Yes,Standard,Yes,Yes,14,Cash,Bi-Weekly
3326,19,Male,Sunglasses,Accessories,94,Virginia,M,Maroon,Spring,5.0,No,Standard,No,No,11,Credit Card,Bi-Weekly
3327,27,Male,Skirt,Clothing,23,North Dakota,L,Coral,Fall,4.0,No,2-Day Shipping,Yes,Yes,3,Cash,Monthly
3328,28,Female,Scarf,Accessories,45,Tennessee,XL,Purple,Spring,3.5,No,Store Pickup,No,No,47,Credit Card,Annually
3329,63,Male,Backpack,Accessories,66,South Carolina,M,Indigo,Spring,3.5,Yes,Express,Yes,Yes,18,Cash,Bi-Weekly
3330,48,Male,Hoodie,Clothing,43,Minnesota,S,Navy,Fall,3.0,Yes,2-Day Shipping,No,No,1,Debit Card,Every 3 Months
3331,53,Male,Moccasins,Footwear,75,Rhode Island,S,Olive,Winter,3.5,No,Next Day Air,Yes,Yes,49,Cash,Annually
3332,65,Male,T-shirt,Clothing,66,Tennessee,M,Brown,Spring,4.0,Yes,Express,No,No,9,Debit Card,Weekly
3333,60,Male,Pants,Clothing,36,Utah,L,Purple,Spring,4.5,Yes,Free Shipping,Yes,Yes,24,Cash,Fortnightly
3334,44,Male,Sweater,Clothing,38,Nevada,L,Teal,Summer,4.5,No,2-Day Shipping,Yes,Yes,17,PayPal,Fortnightly
3335,38,Male,Blouse,Clothing,51,Illinois,M,Purple,Fall,4.5,Yes,Store Pickup,Yes,Yes,46,Credit Card,Every 3 Months
3336,45,Male,Heels,Footwear,37,Nebraska,L,Orange,Fall,3.0,No,2-Day Shipping,Yes,Yes,50,Credit Card,Monthly
3337,22,Male,Loafers,Footwear,44,Delaware,M,Turquoise,Winter,4.0,Yes,Express,No,No,2,Venmo,Fortnightly
3338,41,Male,Parka,Outerwear,43,Hawaii,XL,Red,Summer,3.0,No,Next Day Air,No,No,4,Debit Card,Monthly
3339,59,Male,Dress,Clothing,40,North Carolina,M,Green,Spring,3.5,No,Free Shipping,No,No,6,Bank Transfer,Every 3 Months
3340,64,Male,Jeans,Clothing,57,Maine,L,Gray,Winter,3.5,No,Standard,No,No,48,Venmo,Monthly
3341,37,Female,Sunglasses,Accessories,55,Kentucky,L,Maroon,Spring,3.5,No,2-Day Shipping,No,No,19,Venmo,Annually
3342,19,Male,Sunglasses,Accessories,73,Maine,M,Purple,Spring,3.0,No,Free Shipping,Yes,Yes,18,Bank Transfer,Annually
3343,22,Male,Shirt,Clothing,21,Indiana,M,Olive,Summer,4.0,No,Next Day Air,No,No,28,Debit Card,Weekly
3344,40,Male,Dress,Clothing,86,Iowa,M,Turquoise,Winter,3.5,No,Free Shipping,No,No,9,Debit Card,Monthly
3345,21,Female,Shirt,Clothing,49,Ohio,M,White,Winter,3.0,No,2-Day Shipping,No,No,47,Debit Card,Weekly
3346,24,Male,Backpack,Accessories,44,Kentucky,M,Yellow,Spring,4.0,No,Store Pickup,No,No,17,Bank Transfer,Weekly
3347,49,Male,T-shirt,Clothing,35,Vermont,M,Blue,Summer,4.5,No,Free Shipping,No,No,21,Bank Transfer,Every 3 Months
3348,52,Male,Pants,Clothing,42,Maryland,XL,Lavender,Summer,4.5,No,Express,No,No,38,Credit Card,Quarterly
3349,67,Female,Oxfords,Footwear,24,Connecticut,L,Coral,Fall,4.5,Yes,Express,Yes,Yes,50,Bank Transfer,Weekly
3350,35,Female,Cardigan,Clothing,98,Utah,L,Red,Summer,5.0,No,Express,No,No,45,Bank Transfer,Annually
3351,51,Male,Loafers,Footwear,29,Michigan,L,Purple,Fall,4.5,No,Standard,No,No,22,PayPal,Annually
3352,43,Male,Watch,Accessories,51,Ohio,XL,Beige,Summer,4.5,Yes,Express,No,No,6,PayPal,Quarterly
3353,22,Female,Leggings,Clothing,37,Vermont,S,Black,Winter,3.0,Yes,Next Day Air,No,No,40,Venmo,Annually
3354,60,Male,Belt,Accessories,21,New York,M,Black,Winter,5.0,No,Standard,Yes,Yes,6,Bank Transfer,Fortnightly
3355,32,Male,Wallet,Accessories,78,Oregon,M,Lavender,Fall,4.0,Yes,Next Day Air,No,No,46,Debit Card,Fortnightly
3356,28,Male,Earrings,Accessories,39,Pennsylvania,S,Pink,Spring,4.0,No,Next Day Air,No,No,44,Venmo,Weekly
3357,44,Female,Sweater,Clothing,31,Alaska,L,Gray,Fall,4.0,Yes,Standard,Yes,Yes,43,Debit Card,Monthly
3358,48,Male,Shirt,Clothing,87,Nebraska,M,Blue,Fall,4.5,No,Store Pickup,No,No,26,Bank Transfer,Monthly
3359,59,Female,Shirt,Clothing,63,Minnesota,M,Gray,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,36,Credit Card,Every 3 Months
3360,44,Male,Blouse,Clothing,95,Wisconsin,L,Maroon,Winter,5.0,Yes,Next Day Air,Yes,Yes,20,PayPal,Bi-Weekly
3361,54,Female,Sneakers,Footwear,53,Indiana,M,Yellow,Spring,3.5,No,Express,Yes,Yes,38,Venmo,Every 3 Months
3362,46,Male,Bracelet,Accessories,100,North Carolina,M,Orange,Fall,3.5,No,Express,No,No,9,PayPal,Monthly
3363,46,Male,Boots,Footwear,35,Wyoming,L,Teal,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,18,Credit Card,Weekly
3364,49,Male,Boots,Footwear,62,New Hampshire,M,Black,Fall,4.0,No,Express,No,No,36,Debit Card,Every 3 Months
3365,30,Female,Shorts,Clothing,83,Maine,L,Teal,Winter,4.5,No,Store Pickup,Yes,Yes,50,Cash,Every 3 Months
3366,38,Male,Watch,Accessories,56,Illinois,L,Black,Summer,2.5,No,Free Shipping,No,No,3,Bank Transfer,Every 3 Months
3367,31,Male,Blouse,Clothing,34,Alabama,M,Black,Spring,4.0,Yes,Store Pickup,Yes,Yes,50,Debit Card,Every 3 Months
3368,56,Female,Skirt,Clothing,64,New York,L,Lavender,Winter,3.0,No,Free Shipping,No,No,32,Debit Card,Quarterly
3369,37,Male,Gloves,Accessories,48,Pennsylvania,M,Yellow,Spring,3.5,No,Standard,Yes,Yes,30,Bank Transfer,Weekly
3370,46,Male,Jacket,Clothing,54,Wyoming,L,Maroon,Fall,4.5,No,Standard,No,No,20,Debit Card,Quarterly
3371,64,Male,Sweater,Clothing,87,Pennsylvania,M,Lavender,Summer,5.0,Yes,Express,Yes,Yes,14,Credit Card,Fortnightly
3372,55,Male,T-shirt,Clothing,97,California,L,Red,Fall,4.0,No,Next Day Air,No,No,41,Cash,Quarterly
3373,34,Male,Scarf,Accessories,76,Iowa,M,Maroon,Spring,4.0,No,Standard,Yes,Yes,30,Venmo,Quarterly
3374,46,Male,Hoodie,Clothing,47,Tennessee,M,Coral,Spring,2.5,No,Express,No,No,32,Venmo,Weekly
3375,39,Male,Shorts,Clothing,30,Massachusetts,M,Red,Spring,4.5,No,Next Day Air,Yes,Yes,34,Venmo,Monthly
3376,20,Male,Vest,Clothing,74,Massachusetts,L,Indigo,Summer,4.0,No,Store Pickup,No,No,24,Debit Card,Quarterly
3377,53,Male,Jewelry,Accessories,62,Kentucky,L,Maroon,Winter,4.5,No,Free Shipping,Yes,Yes,37,Venmo,Monthly
3378,30,Male,Loafers,Footwear,68,Missouri,L,Gray,Spring,5.0,No,Express,No,No,3,Credit Card,Bi-Weekly
3379,63,Male,T-shirt,Clothing,43,Utah,L,Green,Spring,3.5,Yes,Free Shipping,No,No,30,Venmo,Weekly
3380,24,Male,Moccasins,Footwear,83,North Dakota,M,Gray,Spring,3.5,No,2-Day Shipping,Yes,Yes,16,Cash,Weekly
3381,38,Male,Hat,Accessories,97,Tennessee,S,Brown,Winter,4.5,No,Standard,Yes,Yes,36,Venmo,Every 3 Months
3382,37,Male,Tie,Accessories,59,Georgia,S,Gray,Summer,4.5,No,Express,Yes,Yes,3,Credit Card,Bi-Weekly
3383,40,Female,Coat,Clothing,27,New Hampshire,L,Teal,Summer,4.5,No,Free Shipping,Yes,Yes,13,Bank Transfer,Quarterly
3384,48,Female,Oxfords,Footwear,27,Tennessee,M,Teal,Fall,3.0,No,Store Pickup,No,No,17,Debit Card,Quarterly
3385,23,Female,Boots,Footwear,75,West Virginia,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,50,Bank Transfer,Annually
3386,62,Male,Dress,Clothing,89,Michigan,M,Olive,Fall,4.0,No,2-Day Shipping,No,No,13,PayPal,Weekly
3387,42,Male,Oxfords,Footwear,23,Colorado,L,Purple,Spring,4.0,No,2-Day Shipping,No,No,47,Venmo,Annually
3388,38,Male,Scarf,Accessories,62,Rhode Island,L,Beige,Fall,3.5,No,Express,No,No,31,Debit Card,Quarterly
3389,34,Male,Skirt,Clothing,35,Maine,M,Blue,Summer,3.0,Yes,Standard,No,No,11,Debit Card,Weekly
3390,40,Female,Handbag,Accessories,63,Idaho,L,Yellow,Summer,3.5,No,Store Pickup,Yes,Yes,22,Bank Transfer,Weekly
3391,34,Male,Clogs,Footwear,85,Wisconsin,XL,Coral,Fall,4.0,No,Store Pickup,No,No,26,Bank Transfer,Quarterly
3392,58,Female,Blouse,Clothing,94,Kentucky,M,Pink,Winter,4.5,No,Next Day Air,No,No,46,Bank Transfer,Annually
3393,57,Male,Sandals,Footwear,28,Oklahoma,S,Teal,Summer,4.5,Yes,Standard,Yes,Yes,4,Cash,Weekly
3394,33,Male,Coat,Clothing,38,North Dakota,L,Brown,Fall,3.0,Yes,Store Pickup,No,No,9,Venmo,Bi-Weekly
3395,62,Male,Heels,Footwear,90,Massachusetts,M,Red,Winter,2.5,No,Store Pickup,Yes,Yes,35,PayPal,Quarterly
3396,62,Male,Tie,Accessories,100,South Carolina,L,Lavender,Spring,4.0,No,Standard,Yes,Yes,17,Bank Transfer,Annually
3397,49,Male,Skirt,Clothing,33,Delaware,M,Lavender,Summer,3.0,Yes,Express,No,No,27,PayPal,Weekly
3398,43,Male,Scarf,Accessories,68,New Mexico,S,Green,Summer,3.0,No,2-Day Shipping,Yes,Yes,14,PayPal,Bi-Weekly
3399,62,Female,Shorts,Clothing,35,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,5,Venmo,Annually
3400,29,Male,Socks,Accessories,100,Idaho,M,Navy,Summer,4.0,Yes,Express,No,No,3,Bank Transfer,Monthly
3401,24,Male,Leggings,Clothing,54,North Dakota,L,Brown,Summer,4.0,No,Express,No,No,12,Credit Card,Quarterly
3402,27,Male,Blouse,Clothing,99,Illinois,M,Turquoise,Fall,4.5,No,Store Pickup,No,No,19,Debit Card,Weekly
3403,70,Female,Puffer Jacket,Outerwear,60,North Dakota,XL,Red,Spring,4.0,Yes,Store Pickup,No,No,6,Venmo,Every 3 Months
3404,46,Female,Skirt,Clothing,74,Texas,L,White,Fall,2.5,Yes,Store Pickup,No,No,36,Credit Card,Annually
3405,43,Female,Jacket,Clothing,21,Iowa,XL,Green,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Every 3 Months
3406,24,Male,Peacoat,Outerwear,77,Massachusetts,S,Indigo,Spring,3.0,No,Express,No,No,37,Debit Card,Monthly
3407,20,Male,Watch,Accessories,20,Mississippi,M,Black,Winter,4.0,No,Free Shipping,Yes,Yes,14,Cash,Quarterly
3408,41,Male,Heels,Footwear,70,New Mexico,L,Olive,Fall,3.5,No,Next Day Air,Yes,Yes,20,Bank Transfer,Quarterly
3409,64,Male,Earrings,Accessories,34,Alaska,L,Blue,Fall,4.5,Yes,Standard,No,No,41,PayPal,Monthly
3410,70,Female,Jeans,Clothing,94,Maine,M,Indigo,Fall,4.5,No,Standard,No,No,17,Credit Card,Fortnightly
3411,66,Female,Shorts,Clothing,97,Texas,L,Red,Spring,4.0,Yes,Express,No,No,8,PayPal,Annually
3412,19,Male,Cardigan,Clothing,98,North Carolina,M,Indigo,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,44,Cash,Bi-Weekly
3413,40,Female,Handbag,Accessories,30,Nevada,L,Maroon,Summer,4.0,Yes,Free Shipping,No,No,2,PayPal,Weekly
3414,38,Female,Necklace,Accessories,73,North Dakota,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,27,PayPal,Quarterly
3415,49,Male,Coat,Clothing,33,Delaware,XL,Brown,Winter,4.0,No,2-Day Shipping,Yes,Yes,40,Credit Card,Bi-Weekly
3416,23,Female,Tie,Accessories,33,Rhode Island,M,Indigo,Spring,4.0,No,Next Day Air,No,No,32,Bank Transfer,Monthly
3417,38,Female,Sunglasses,Accessories,67,Oregon,M,Blue,Summer,2.5,No,Free Shipping,Yes,Yes,5,Debit Card,Weekly
3418,51,Male,Wallet,Accessories,47,West Virginia,M,Indigo,Summer,3.0,No,Store Pickup,Yes,Yes,13,Bank Transfer,Quarterly
3419,56,Male,Blouse,Clothing,94,Nebraska,M,White,Winter,3.0,No,2-Day Shipping,Yes,Yes,2,Cash,Annually
3420,29,Female,Shorts,Clothing,42,Maryland,L,Lavender,Spring,4.5,No,Express,No,No,17,Debit Card,Quarterly
3421,53,Female,Jacket,Clothing,32,Utah,M,Blue,Fall,4.5,No,Store Pickup,Yes,Yes,41,Debit Card,Weekly
3422,68,Male,Boots,Footwear,30,South Dakota,L,Brown,Fall,4.0,No,Standard,No,No,50,Venmo,Every 3 Months
3423,62,Male,Flats,Footwear,76,Utah,M,Brown,Fall,2.5,No,Store Pickup,Yes,Yes,25,Venmo,Fortnightly
3424,20,Male,Fleece,Outerwear,38,Pennsylvania,M,Olive,Fall,3.5,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly
3425,68,Male,Jewelry,Accessories,25,Illinois,L,Blue,Summer,3.5,Yes,Standard,No,No,36,Venmo,Monthly
3426,54,Male,Jacket,Clothing,46,Vermont,M,Purple,Summer,5.0,No,Standard,No,No,2,Bank Transfer,Bi-Weekly
3427,40,Female,Dress,Clothing,21,Massachusetts,M,Turquoise,Spring,3.0,Yes,Next Day Air,No,No,3,PayPal,Every 3 Months
3428,35,Male,Coat,Clothing,33,Washington,S,Black,Fall,4.0,No,Free Shipping,No,No,47,Venmo,Quarterly
3429,61,Male,Vest,Clothing,51,Vermont,L,Black,Winter,4.5,No,Store Pickup,No,No,10,Bank Transfer,Fortnightly
3430,66,Female,Backpack,Accessories,89,New Hampshire,M,Maroon,Fall,4.0,No,Standard,Yes,Yes,7,Debit Card,Weekly
3431,45,Male,Pants,Clothing,59,North Carolina,XL,Red,Winter,4.5,No,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly
3432,44,Female,Shorts,Clothing,72,Virginia,L,Olive,Spring,5.0,Yes,Free Shipping,No,No,5,Credit Card,Fortnightly
3433,31,Male,Belt,Accessories,73,New Jersey,L,Yellow,Winter,5.0,No,Next Day Air,Yes,Yes,16,Credit Card,Annually
3434,53,Female,Heels,Footwear,69,North Carolina,M,Orange,Fall,3.5,No,Standard,No,No,33,PayPal,Fortnightly
3435,49,Male,Sunglasses,Accessories,60,Illinois,L,Coral,Spring,3.5,No,Free Shipping,Yes,Yes,47,Cash,Annually
3436,51,Male,T-shirt,Clothing,70,Georgia,M,Teal,Summer,3.0,No,Express,No,No,30,Cash,Every 3 Months
3437,21,Female,Sweater,Clothing,64,West Virginia,L,Coral,Spring,3.5,No,Express,No,No,23,Bank Transfer,Weekly
3438,41,Male,T-shirt,Clothing,100,Massachusetts,M,White,Summer,3.0,No,Standard,No,No,34,Debit Card,Fortnightly
3439,60,Male,Socks,Accessories,40,Alaska,XL,Indigo,Spring,4.0,No,Standard,No,No,50,PayPal,Fortnightly
3440,59,Male,Blouse,Clothing,59,South Dakota,M,Navy,Spring,5.0,No,Store Pickup,No,No,49,Debit Card,Annually
3441,64,Male,Blouse,Clothing,37,Louisiana,S,Green,Spring,2.5,No,Free Shipping,No,No,20,Cash,Annually
3442,23,Male,Watch,Accessories,84,Utah,S,Gray,Winter,3.5,Yes,Standard,Yes,Yes,31,Debit Card,Every 3 Months
3443,60,Male,Dress,Clothing,92,New Jersey,M,Navy,Summer,4.0,No,2-Day Shipping,Yes,Yes,42,Cash,Every 3 Months
3444,22,Male,Skirt,Clothing,75,Maine,L,Yellow,Summer,3.0,No,Next Day Air,No,No,37,Debit Card,Bi-Weekly
3445,19,Female,Vest,Clothing,33,South Carolina,S,Navy,Winter,2.5,Yes,Store Pickup,Yes,Yes,9,PayPal,Every 3 Months
3446,22,Male,Flats,Footwear,21,Washington,M,Black,Winter,5.0,No,Standard,Yes,Yes,9,Credit Card,Weekly
3447,53,Male,T-shirt,Clothing,34,Nebraska,XL,Turquoise,Summer,5.0,Yes,Express,Yes,Yes,31,Cash,Fortnightly
3448,37,Female,Skirt,Clothing,25,New York,M,Indigo,Winter,4.5,Yes,Free Shipping,No,No,35,Debit Card,Annually
3449,33,Male,Flats,Footwear,35,Massachusetts,L,Olive,Summer,2.5,No,Standard,No,No,12,Bank Transfer,Weekly
3450,37,Male,Tie,Accessories,56,Virginia,M,Coral,Fall,3.5,Yes,Next Day Air,Yes,Yes,32,Cash,Weekly
3451,19,Male,Leggings,Clothing,78,South Dakota,M,Navy,Winter,4.0,No,Free Shipping,No,No,32,Cash,Weekly
3452,50,Male,Dress,Clothing,49,New Hampshire,L,Blue,Summer,3.5,Yes,Store Pickup,No,No,49,Debit Card,Weekly
3453,65,Male,Hoodie,Clothing,29,Nebraska,M,Red,Summer,4.5,No,Store Pickup,Yes,Yes,30,Cash,Bi-Weekly
3454,44,Male,Gloves,Accessories,67,Vermont,M,Green,Fall,4.0,No,2-Day Shipping,No,No,34,PayPal,Quarterly
3455,44,Male,Boots,Footwear,47,Michigan,M,Brown,Winter,4.0,No,2-Day Shipping,Yes,Yes,47,Debit Card,Bi-Weekly
3456,68,Female,Watch,Accessories,27,Maryland,L,Brown,Winter,5.0,No,Free Shipping,No,No,13,PayPal,Weekly
3457,34,Male,Wallet,Accessories,95,Idaho,M,Red,Winter,3.5,No,Store Pickup,No,No,24,Cash,Weekly
3458,59,Female,Pants,Clothing,33,New York,L,Lavender,Winter,3.5,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly
3459,31,Male,Coat,Clothing,37,Georgia,M,Black,Spring,3.0,No,Store Pickup,Yes,Yes,26,PayPal,Monthly
3460,28,Male,Blouse,Clothing,33,Washington,M,Teal,Summer,2.5,No,Standard,No,No,24,PayPal,Every 3 Months
3461,54,Male,Sweater,Clothing,93,Michigan,M,Indigo,Fall,4.5,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
3462,43,Female,Leggings,Clothing,34,Utah,S,Pink,Winter,3.0,No,Standard,No,No,38,Cash,Every 3 Months
3463,24,Female,Blouse,Clothing,41,Arizona,L,Yellow,Summer,3.5,No,Free Shipping,Yes,Yes,27,Credit Card,Annually
3464,29,Male,Coat,Clothing,79,Massachusetts,M,Yellow,Summer,4.0,No,Express,No,No,22,Venmo,Monthly
3465,40,Male,Windbreaker,Outerwear,54,Idaho,M,Navy,Spring,5.0,No,2-Day Shipping,No,No,30,Debit Card,Annually
3466,28,Male,Backpack,Accessories,96,Michigan,XL,Coral,Fall,4.5,No,Store Pickup,No,No,47,Debit Card,Every 3 Months
3467,23,Male,Vest,Clothing,80,Texas,S,Teal,Fall,5.0,Yes,Express,No,No,7,PayPal,Weekly
3468,31,Male,Leggings,Clothing,94,Georgia,XL,Olive,Fall,3.5,Yes,Standard,No,No,32,Cash,Every 3 Months
3469,35,Male,Sunglasses,Accessories,70,Tennessee,M,Red,Winter,3.0,No,Next Day Air,No,No,27,PayPal,Quarterly
3470,25,Female,Handbag,Accessories,33,Montana,S,Brown,Winter,4.0,No,Express,No,No,43,Venmo,Bi-Weekly
3471,48,Male,Vest,Clothing,58,Texas,M,Yellow,Spring,3.5,No,Free Shipping,No,No,40,Debit Card,Fortnightly
3472,66,Male,Fleece,Outerwear,57,Colorado,L,Maroon,Winter,3.0,No,Free Shipping,No,No,43,Debit Card,Monthly
3473,20,Male,Shorts,Clothing,41,Kansas,XL,Red,Winter,3.5,No,Store Pickup,Yes,Yes,26,PayPal,Quarterly
3474,52,Female,Boots,Footwear,30,Pennsylvania,L,Yellow,Winter,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Monthly
3475,56,Male,Pants,Clothing,82,North Carolina,M,Red,Winter,4.0,No,Next Day Air,No,No,38,PayPal,Monthly
3476,56,Male,Jeans,Clothing,36,Rhode Island,M,Brown,Fall,4.0,No,Next Day Air,No,No,31,Debit Card,Every 3 Months
3477,49,Male,Hat,Accessories,40,Texas,M,Brown,Fall,3.5,No,Express,No,No,16,Bank Transfer,Quarterly
3478,21,Male,Bracelet,Accessories,44,New Mexico,L,Yellow,Spring,3.5,No,Standard,Yes,Yes,27,Venmo,Monthly
3479,42,Male,Blouse,Clothing,81,Pennsylvania,M,Pink,Fall,2.5,No,Standard,No,No,24,PayPal,Bi-Weekly
3480,30,Female,Sunglasses,Accessories,55,New Mexico,S,Indigo,Fall,4.0,No,Standard,No,No,6,Cash,Annually
3481,61,Male,Loafers,Footwear,77,Idaho,L,Coral,Fall,4.0,No,2-Day Shipping,No,No,47,Bank Transfer,Bi-Weekly
3482,57,Male,Gloves,Accessories,40,New York,S,Black,Fall,4.5,Yes,Next Day Air,Yes,Yes,33,Credit Card,Annually
3483,66,Male,Hat,Accessories,85,Colorado,S,Indigo,Winter,4.0,No,2-Day Shipping,No,No,5,Bank Transfer,Bi-Weekly
3484,19,Male,Bracelet,Accessories,23,Rhode Island,L,Maroon,Winter,2.5,No,Next Day Air,Yes,Yes,29,Credit Card,Quarterly
3485,67,Male,Sneakers,Footwear,81,Mississippi,L,Black,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Annually
3486,29,Female,Jacket,Clothing,64,Kansas,M,Maroon,Spring,3.5,Yes,Standard,Yes,Yes,12,Venmo,Monthly
3487,34,Male,Leggings,Clothing,70,Michigan,S,Turquoise,Summer,2.5,No,Store Pickup,Yes,Yes,21,PayPal,Annually
3488,30,Male,Coat,Clothing,20,West Virginia,XL,Teal,Winter,4.5,No,Next Day Air,No,No,20,Debit Card,Every 3 Months
3489,61,Male,Vest,Clothing,37,Texas,M,Black,Fall,4.5,No,2-Day Shipping,No,No,17,Debit Card,Quarterly
3490,41,Female,Heels,Footwear,75,Pennsylvania,L,Olive,Winter,5.0,Yes,Next Day Air,No,No,48,Debit Card,Fortnightly
3491,41,Male,Bracelet,Accessories,94,California,XL,Indigo,Summer,5.0,No,Next Day Air,No,No,48,Credit Card,Annually
3492,30,Male,Puffer Jacket,Outerwear,33,Maine,M,Gray,Winter,3.0,No,Standard,No,No,7,Debit Card,Annually
3493,45,Male,Watch,Accessories,54,Virginia,XL,Black,Fall,3.0,Yes,2-Day Shipping,No,No,42,PayPal,Weekly
3494,63,Female,Heels,Footwear,85,Colorado,L,Coral,Spring,5.0,No,Standard,No,No,21,PayPal,Every 3 Months
3495,60,Male,Windbreaker,Outerwear,91,Massachusetts,M,Blue,Fall,3.0,No,Store Pickup,No,No,48,Cash,Every 3 Months
3496,31,Male,T-shirt,Clothing,57,Iowa,M,Teal,Spring,4.0,Yes,Free Shipping,Yes,Yes,25,Credit Card,Weekly
3497,30,Female,Leggings,Clothing,30,Vermont,M,Purple,Fall,3.0,No,Express,Yes,Yes,11,Cash,Quarterly
3498,24,Male,Cardigan,Clothing,38,Vermont,L,Maroon,Summer,5.0,No,2-Day Shipping,Yes,Yes,47,Cash,Quarterly
3499,67,Male,Vest,Clothing,85,Maryland,M,White,Summer,4.0,No,Free Shipping,Yes,Yes,43,Bank Transfer,Bi-Weekly
3500,23,Male,Dress,Clothing,96,Rhode Island,M,Orange,Winter,3.0,No,Free Shipping,No,No,34,Debit Card,Every 3 Months
3501,68,Male,Gloves,Accessories,69,Colorado,M,Beige,Spring,3.5,No,Next Day Air,Yes,Yes,31,Bank Transfer,Weekly
3502,62,Female,Sweater,Clothing,36,New York,L,Navy,Spring,3.5,Yes,Store Pickup,Yes,Yes,5,Credit Card,Every 3 Months
3503,47,Female,Clogs,Footwear,58,Alabama,L,Yellow,Summer,3.0,No,Next Day Air,Yes,Yes,4,Cash,Every 3 Months
3504,53,Male,Belt,Accessories,98,Wisconsin,XL,Yellow,Summer,4.0,Yes,Next Day Air,No,No,45,Venmo,Monthly
3505,62,Male,Raincoat,Outerwear,34,Rhode Island,S,Brown,Winter,3.0,No,Store Pickup,No,No,1,Cash,Monthly
3506,24,Male,T-shirt,Clothing,89,Washington,XL,Purple,Spring,3.0,Yes,Standard,Yes,Yes,31,Cash,Quarterly
3507,40,Male,Sandals,Footwear,94,Maine,M,Black,Winter,5.0,Yes,Express,No,No,13,Debit Card,Fortnightly
3508,64,Male,Socks,Accessories,61,Hawaii,L,Olive,Fall,3.0,Yes,Standard,Yes,Yes,28,Debit Card,Bi-Weekly
3509,31,Female,Heels,Footwear,65,Ohio,L,Brown,Spring,4.5,No,Next Day Air,No,No,33,Cash,Bi-Weekly
